question_id,question,image,option_1,option_2,option_3,option_4,answer,correct_option_text,explanation,difficulty,topic,question_type,key_terms,
AIDA3-A-02,Q. 수면에서 들이쉬는 공기의 산소분압은 얼마인가? (Bar 단위로 나타내시오.),,0.15 Bar,0.21 Bar,0.42 Bar,1 Bar,2,0.21 Bar,,easy,AIDA3,multiple_choice,,
AIDA3-A-03,Q. 숨을 참고 수심 10미터로 내려갔을 때 체내 공기의 산소분압은? (Bar 단위로 나타내시오.),,0.15 Bar,0.21 Bar,0.42 Bar,1 Bar,3,0.42 Bar,,medium,AIDA3,multiple_choice,,
AIDA3-A-04,"Q. 상승하는 과정에서 의식상실이 주로 얕은 수심에서 일어나는 이유는?

A. 다이버의 에너지 소비가 늘어나서.

B. 폐포산소분압이 급속하게 줄어들어서.

C. 폐포이산화탄소분압이 급속하게 줄어들어서.

D. 중이와 부비강 안의 공기압이 급속하게 줄어들어서.",,A,B,C,D,2,B,,medium,AIDA3,multiple_choice,,
AIDA3-A-05,"Q. 다음 중 근육이 지쳐버렸거나 쥐가 나는 다이버에게 도움이 될 수 있는 방법을 모두 고르시오.

A. 다이빙 전 스트레칭

B. 충분한 수분 섭취

C. 쥐가 날 여유가 없도록 다이빙 수면 휴식시간을 줄임

D. 무거운 핀을 선택(사용)",,"A, B","A, C","A, D","B, C",4,"A, B",,easy,AIDA3,multiple_choice,,
AIDA3-A-06,Q. 초과호흡이 왜 의식상실이 발생할 가능성을 심각하게 증대시키는지에 대한 생리학적인 이유 2가지를 적으시오.,,,,,,1,"• 헤모글로빈과 산소의 결합을 강하게 만든다!
 그 결과 혈액에 결합된 산소 (O2)는 평소보다 조직으로 덜 방출게 된다.(보어 효과)

• 초과호흡은 이산화탄소의 농도를 낮춘다.
초과호흡을 하면 이산화탄소 증가의 첫 번째 신호 조차 느끼지 못하고 산소부족으로 의식을 잃을 수 있다.

• 초과호흡은 뇌로 이어지는 혈관을 수축시켜 뇌 혈류를 감소시켜서 다이빙을 하기도 전에 의식상실을 발생시킬 수 있다. 대뇌혈관수축

• 초과호흡은 신체가 ‘산소 보존 모드'로 들어가는 것을 방해한다. 
이산화탄소 증가 부족으로 '산소 보존 모드' 촉발 불가

• 초과호흡은 심장 박동수를 빠르게 하여 산소를 더욱 빠르게 써버려 다이빙이 너무 길어지면 BO의 가능성이 커진다.",,medium,AIDA3,multiple_choice,,
AIDA3-A-07,"Q. 폐 측정법에 따라 다음 용어가 무엇을 의미하는지 쓰시오.

1. TLC

2. RV

3. FRC

4. VC

5. TV",,,,,,3,"1. TLC(총폐용량), 

2. RV(잔기량)

3. FRC(기능적 잔기량)

4. VC(폐활량)

5. TV(일회호흡량)",,medium,AIDA3,multiple_choice,,
AIDA3-A-08,"Q. 포유류잠수반응(MDR)에 관련된 각 정의와 용어의 짝을 올바르게 맞추시오.

[용어]

A. 혈액이동

B. 말초혈관수축

C. 비장 효과

D. 서맥


[정의]

1. 팔과 다리 혈관이 수축하며 몸의 중심부로 혈액을 보낸다.

2. 숨참기는 심박수와 신진대사 속도를 늦춘다. 얼굴이 물에 잠기면 반응이 더 빨리온다.

3. 혈액 속으로 더 많은 적혈구가 배출 된다.

4. 폐포 주변 혈관의 부피가 늘어난다. 표면압력 하에서 공기가 점유하고 있던 폐포 속의 공간을 그 폐포가 차지하게 된다.",,,,,,1,"1 : B. 말초혈관수축 

2 : D. 서맥 

3 : C. 비장 효과 

4 : A. 혈액 이동",,hard,AIDA3,multiple_choice,,
AIDA3-A-09,"Q. 다음 중 수심이 깊어질수록 폐의 부피가 줄어듦에 따라 어떤 일이 발생하는지 가장 잘 설명한 것은?

A. 수심이 깊어짐에 따라 폐의 부피는 줄어들며, 압력평형을 이루기 위해 산소가 폐 속의 공기공간으로 유입된다.

B. 수심이 깊어짐에 따라 폐의 부피는 줄어들며, 압력평형을 이루기 위해 혈장이 폐 속의 공기공간으로 유입된다.

C. 수심이 깊어짐에 따라 폐의 부피는 줄어들며, 압력평형을 이루기 위해 혈액이 폐 속의 혈관을 채우기 위해 유입된다.",,A,B,C,D,3,C,,medium,AIDA3,multiple_choice,,
AIDA3-A-10,"Q. 다음 중 혈액이동의 결과로 일어나는 현상은?

A. 뇌로 공급되는 산소량이 증가하여 다이빙 시간을 늘려준다.

B. 근육에 공급되는 산소량 감소는 젖산 축적의 원인이 된다.

C. 다리에 힘이 빠지고, 무겁고, 피곤하게 느껴진다.",,A,B,C,전부 다,4,"A, B, C",,medium,AIDA3,multiple_choice,,
AIDA3-A-11,"Q. 의식상실에 관련된 각 정의와 용어의 짝을 올바르게 맞추시오.

[용어]

A. 얕은 수심 BO

B. 대뇌 저산소증 BO

C. 뇌허혈 BO


[정의]

1. 저혈압('패킹'이 원인이 될 수 있음)으로 뇌혈류가 감소되어 발생하는 의식상실

2. 상승할 때 압력의 빠른 감소로 인해 발생하는 의식상실

3. 뇌 속의 낮은 산소 분압으로 인해 발생하는 의식상실",,A - B - C,A - C - B,B - A - C,C - A - B,4,"
1 : C

2 : A

3 : B",,medium,AIDA3,multiple_choice,,
AIDA3-A-12,Q. 자신이 사용하기에 적합하도록 25m 수영장 훈련용 DYN CO2 테이블을 작성하시오.,,,,,,3,이치에 맞는 모든 답변,,medium,AIDA3,multiple_choice,,
AIDA3-A-13,Q. 자신이 사용하기에 적합하도록 스테틱 압니어(STA) 숨참기 최고기록을 시도하기 위한 몸풀기 테이블을 작성하시오.,,,,,,12,이치에 맞는 모든 답변,,정답: 1. TLC(총폐용량),"정답: 1. TLC(총폐용량)
(출처: AIDA Final Exam.pdf, p.8)",medium,AIDA3,multiple_choice
AIDA3-A-14,"Q. 다음 각 상황에서 적절한 중성부력의 대략적인 수심을 얼마로 설정하겠는가?

A. 수심 12m 정도 도달할 수 있는 프리다이빙 초심자를 버디(세이프티 다이버) 삼아 최대 수심 15m까지 펀다이빙 할 때

B. 대회를 준비하기 위해 시야가 좋은 물에서 카운터밸런스 시스템을 사용하며, 
수심 20m에서 쉽게 세이프티를 수행할 수 있는 프리다이버를 버디 삼아 수심 40m 정도로 다이빙할 때",,"12m, 20m","12m, 40m","15m, 13m","15m, 20m",3,"A: 15 m, B: 13 m",,medium,AIDA3,multiple_choice,,
AIDA3-A-15,"Q. 수면에 올라와서 피를 토하는 프리다이버에게 어떤 조언을 할 것이며, 왜 그렇게 해야 하나?",,,,,,,"상해를 진단하기 위해 즉시 병원에 간다.
적어도 일주일간 다이빙을 중지하고 병원에서 치료받아라.
이렇게 하지 않으면 재발이나 만성적 손상, 사망에 이를 수 있다.",,medium,AIDA3,multiple_choice,,
AIDA3-A-16,Q. CO2 훈련 테이블을 수행하는 목적은?,,,,,,,"이산화탄소 농도의 증가에 따른 반응에 대한 육체적 그리고 정신적 내성을 강화.
젖산에 대한 내성 강화",,medium,AIDA3,multiple_choice,,
AIDA3-A-17,"Q. 윤리적인 측면에서 프리다이빙에 대한 당신의 생각을 아래 항목에 맞게 서술하시오.

A. 버디

B. 자신

C. 주변 환경",,,,,,,"버디 : 당신 버디의 한계 내에서 다이빙하라. 
자신이 다이빙 하듯이 진지하게 ‘버디 하기’.
당신이 버디와 협조가 안 된다고 느끼거나 각자에 대해 편하게 느껴지지 않으면 다른 버디를 찾아라.
당신의 능력에 대해 버디에게 솔직히 말하라. 

자신 : 안전하게 다이빙하지 않는다고 생각되는 프리다이버의 세이프티를 거절하라.
자신의 한계 내에서 다이빙하라. 당신을 신뢰하는 버디와 다이빙하라. 

주변 환경 : 바다에서 아무것도 가져오지도 버리지도 않는다.
롱핀에 유의한다. 수중 생물에 유의한다. ",,정답: 1. TLC(총폐용량),"정답: 1. TLC(총폐용량)
(출처: AIDA Final Exam.pdf, p.9)",hard,AIDA3,multiple_choice
AIDA3-A-18,Q. 처음 방문하는 지역에서 진행하는 개방수역 프리다이빙 교육을 계획하기 위해 알아야 하는 지역 환경요소를 5가지 이상 적으시오.,,,,,,,"조수 간만, 조류, 시야, 수온, 일기예보, 수심, 
수중 생물, 낚시 및 보트 통행, 해안 경비대, 
구조대, 고압(산소)실, 가장 가까운 응급, 
구조대 및 구조 절차, 그 지역의 법과 규칙 등",,"정답: 1. TLC(총폐용량)
(출처: AIDA Final Exam.pdf, p.9)",medium,AIDA3,multiple_choice,
AIDA3-A-19,"Q. 말초혈관수축과 대뇌혈관수축의 차이점은 무엇이며, 이들이 발생하는 각각의 원인은 무엇인가?",,,,,,,"말초혈관수축: 팔과 다리 혈관의 수축, 몸통에 혈액 유입량 증가
원인: 포유류잠수반응(MDR)

대뇌혈관수축: 뇌로 이어지는 혈관을 수축시켜, 뇌 혈류를 감소시킴
원인: 초과호흡",,medium,AIDA3,multiple_choice,,
AIDA3-A-20,"Q. 프리다이빙을 처음 접하는 사람에게 프리다이빙하는 방법을 단 한 가지만 가르쳐 줄 수 있다면, 어떤 방법을 가르쳐주겠는가?",,,,,,,"항상 훈련된 버디와 프리다이빙하라.
승인된 프리다이빙 과정 참여하라.",,hard,AIDA3,multiple_choice,,
AIDA3-A-21,"Q. 다음 중 폐압착이 발생했을 때 나타나는 징후나 증상에 해당하는 것은?

A. 가슴에 사라지지 않는 답답함

B. 숨을 쉴 때 색색거리는 소리

C. 사지에 감각이 없음

D. 자꾸 기침이 나오려고 함

E. 어지러움

F. 피로",,"A, B, C, D","A, B, E, F","A, B, D, F","B, C, D, E, F",3,"A, B, D, F",,medium,AIDA3,multiple_choice,,
AIDA3-A-22,Q. 고막천공이 발생했을 때 나타나는 징후나 증상 3가지를 쓰시오.,,,,,,4,"징후: 귀 밖으로 출혈, 귀에서 액체가 흘러나옴
증상: 고통, 어지러움, 구역질, 방향감각 상실",,medium,AIDA3,multiple_choice,,
AIDA3-A-23,Q. 프리다이버가 수면으로 올라왔을 때 마스크나 입에 피가 고여있게 될 수 있는 원인 2가지를 적으시오.,,기압성부비강외상,기압성폐외상,전부 다,,3,"기압성부비강외상,
기압성폐외상",,medium,AIDA3,multiple_choice,,
AIDA3-A-24,"Q. 다음 중 다이빙을 할 때 에너지 보존에 도움이 되는 방법은?

A. 시간을 아끼기 위해 빠르게 하강한다.

B. 하강을 쉽게 하기 위해 중량납을 더 많이 착용한다.

C. 상승을 쉽게 하기 위해 중성부력을 턴하는 수심에 가깝게 맞춘다.

D. 중성부력을 넘어 완전히 멈추기 전까지 핀 차기나 유영을 점진적으로 줄여나간다.

E. 상승 초반에 아주 천천히 나아간다.

F. 상승 막바지에 상승하기 위한 노력을 줄인다.

G. 수심 5m 부근에서 부력을 이용해 수면으로 떠오른다.",,"A, B, C","B, F, G","C, D, G","D, F, G",4,"D, F, G",,medium,AIDA3,multiple_choice,,
AIDA3-A-25,Q. 초과호흡을 하면 나타나는 증상을 5가지 이상 쓰시오.,,,,,,,"심박수 증가
입 주변이 저림
현기증 어지럽고 쓰러질 것 같음
손발이 아림 입 안에 금속 성(비릿한) 맛
손가락이 구부러짐",,easy,AIDA3,multiple_choice,,
AIDA3-A-26,"Q. 어떤 사람이 의식상실 후 구조절차 수행에도 불구하고 의식이 돌아오지 않는 상황에서, 구조호흡을 실시할 때까지 허용되는 최대 시간은?",,0 ~ 5초,5 ~ 10초,10 ~ 15초,15 ~ 20 초,3,10 ~ 15초,,,,,,
AIDA3-A-27,"Q. 다음은 어떤 물리 법칙에 대한 설명인가?

'혼합기체 내에서 어떤 기체의 부분압(분압)은 그 기체가 혼합기체 내에서 차지하고 있는 부피에 비례한다',
즉 구성기체들의 분압의 합이 혼합기체의 압력이 된다.",,뉴턴의 법칙,돌터의 법칙,보일의 법칙,밀터의 법칙,2,돌터의 법칙,,,,,,
AIDA3-A-28,Q. TLC가 8리터인 일반사람의 RV는 얼마인가?,,0.5리터,1리터,1.5리터,2리터,4,"2리터 

☛ 건강한 성인의 경우 RV는 일반적으로 TLC의 약 20% ~ 25% 정도를 차지",,,,,,
AIDA3-A-29,Q. 한쪽(또는 양쪽) 귀의 압력평형을 이루지 못했음에도 불구하고 계속 하강할 때 발생할 수 있는 부상 2가지를 적으시오.,,,,,,,"고막천공, 
고막파열, 
기압성중이외상",,,,,,
AIDA3-A-30,"Q. 다음 중 확산 원리를 올바르게 설명한 문장을 고르시오.

A. 확산이란 밀도가 낮은 쪽에서 높은 쪽으로 이동하는 기체의 자연적인 성질을 말한다.

B. 확산이란 밀도가 높은 쪽에서 낮은 쪽으로 이동하는 액체의 자연적인 성질을 말한다.

C. 확산이란 밀도가 높은 쪽에서 낮은 쪽으로 이동하는 기체의 자연적인 성질을 말한다.

D. 확산이란 밀도가 높은 쪽보다는 낮은 쪽으로 용해되는 기체의 자연적인 성질을 말한다.",,A,B,C,D,3,C,,,,,,
AIDA4-01,다음 중 기능적  잔기량 (FRC) 에 대해 올바르게  설명한  것은 무엇인가 ?,,숨을 완전히  내쉰 후 들이쉴  수 있는 최대 공기량,정상적인  일회호흡량을  들이쉰  후 부가적으로  들이쉴  수 있는 공기량,일반적인  호흡을  할 때 들이쉬고  내쉬는  공기량,무의식적  날숨(Passive exhale) 후 폐와 기관에  남아있는  공기량,4,D: 무의식적  날숨(Passive exhale) 후 폐와 기관에  남아있는  공기량,,hard,AIDA4,multiple_choice,,
AIDA4-02,다음 중 잔기량 (RV) 에 대해 올바르게  설명한  것은 무엇인가 ?,,숨을 강하게  내쉰 후 폐 안에 남아있는  공기량,정상적인  일회호흡량을  들이쉰  후 부가적으로  들이쉴  수 있는 공기량,일반적인  호흡을  할 때 들이쉬고  내쉬는  공기량,무의식적  날숨(Passive exhale) 후 폐와 기관에  남아있는  공기량,1,A: 숨을 강하게  내쉰 후 폐 안에 남아있는  공기량,,medium,AIDA4,multiple_choice,,
AIDA4-03,다음 보기에서  실패 수심에  대한 설명 중 옳지 않은 것은 무엇인가 ?,,실패 수심은  다리에  생성된  젖산에  의해 더 깊은 곳으로  내려가지  못하게  되는 수심,"실패 수심은  잔기량에  도달하는  수심이며, 압력평형을  위한 공기를  폐에서  더 이상 끌어올릴  수 없음",총폐용량이  더 큰 프리다이버라도  실패 수심이  더 깊어지지는  않음,잔기량을  감소시키고  폐활량을  늘리는  스트레칭은  실패 수심을  늘려줌,3,C: 총폐용량이  더 큰 프리다이버라도  실패 수심이  더 깊어지지는  않음,,hard,AIDA4,multiple_choice,,
AIDA4-04,다음 중 마우스필  (Mouthfill) 기술에  대해 올바르게  설명한  것은 무엇인가 ?,,실패 수심 이후에도  계속 압력평형을  할 수 있게 해주는  기술,이퀄라이징을  위해 입 안에 공기를  채우는  것은 실패 수심에  도달했을  때 한번만  하면 됨,"마우스필을  할 때, 연구개를  닫은 상태여야  함",후두개는  열려 있어야  함,1,A: 실패 수심 이후에도  계속 압력평형을  할 수 있게 해주는  기술,,medium,AIDA4,multiple_choice,,
AIDA4-05,마우스필  (Mouthfill) 을 하기에  가장 적절한  시점은  언제인가 ?,,실패 수심에  도달했을  때,자유낙하를  시작하기  전,실패 수심에  도달하기  전,첫 번째 프리폴  턴을 할 때,3,C: 실패 수심에  도달하기  전,,medium,AIDA4,multiple_choice,,
AIDA4-06,다음 중 마우스필  (Mouthfill) 을 할 때 주의해야  할 점으로  옳지 않은 것은?,,입 안에 공기를  채운 후에는  연구개를  닫아야  한다.,공기를  채운 후에는  후두개를  열어 폐의 공기가  나오지  않도록  한다.,입 안에 공기를  채울 때는  복압을  이용하여  공기를  밀어 올린다 .,입 안에 공기를  채운 후에는  입술을  꽉 다물어  공기가  새지 않도록  한다.,2,B: 공기를  채운 후에는  후두개를  열어 폐의 공기가  나오지  않도록  한다.,,medium,AIDA4,multiple_choice,,
AIDA4-07,다음 중 마우스필  (Mouthfill) 을 연습할  때 가장 먼저 해야 할 것은?,,수심 20m 에서 마우스필  연습하기,풀장에서  마우스필  연습하기,육상에서  마우스필  동작 연습하기 ( 풍선 등 이용 ),수심 40m 에서 마우스필  적용하기,3,C: 육상에서  마우스필  동작 연습하기 ( 풍선 등 이용 ),,easy,AIDA4,multiple_choice,,
AIDA4-08,FRC( 기능적  잔기량 ) 다이빙의  주된 목적은  무엇인가 ?,,더 깊은 수심으로  가기 위해,폐의 유연성을  기르기  위해,얕은 수심에서  깊은 수심의  환경 ( 폐의 부피 감소 ) 을 시뮬레이션  하기 위해,마우스필  기술을  연습하기  위해,3,C: 얕은 수심에서  깊은 수심의  환경 ( 폐의 부피 감소 ) 을 시뮬레이션  하기 위해,,medium,AIDA4,multiple_choice,,
AIDA4-09,FRC 다이빙을  할 때 주의해야  할 점은 무엇인가 ?,,빠른 속도로  하강한다 .,무리하지  않고 천천히  부드럽게  하강한다 .,최대한  깊은 수심까지  내려간다 .,이퀄라이징을  세게 한다 .,2,B: 무리하지  않고 천천히  부드럽게  하강한다 .,,medium,AIDA4,multiple_choice,,
AIDA4-10,다음 중 렁 스트레칭  (Lung Stretching) 의 효과가  아닌 것은?,,흉곽의  유연성  증가,횡격막의  유연성  증가,잔기량의  증가,폐활량의  증가,3,C: 잔기량의  증가,,hard,AIDA4,multiple_choice,,
AIDA4-11,다음 중 풀 렁 스트레칭  (Full Lung Stretching) 을 할 때 주의해야  할 점은?,,무리하게  공기를  채우지  않는다 . ( 폐 압착 주의 ),빠르게  동작을  수행한다 .,숨을 참는 시간을  최대화한다 .,매일 강도 높게 훈련한다 .,1,A: 무리하게  공기를  채우지  않는다 . ( 폐 압착 주의 ),,easy,AIDA4,multiple_choice,,
AIDA4-12,다음 중 엠티 렁 스트레칭  (Empty Lung Stretching) 의 효과로  가장 적절한  것은?,,폐활량  증가,폐의 혈액 이동 (Blood Shift) 능력 향상 및 흉곽 압착 적응,숨참기  시간 증가,이퀄라이징  능력 향상,2,B: 폐의 혈액 이동 (Blood Shift) 능력 향상 및 흉곽 압착 적응,,hard,AIDA4,multiple_choice,,
AIDA4-13,다음 중 렁 스트레칭  후 휴식 시간에  해야 할 행동으로  옳은 것은?,,바로 다음 세트를  진행한다 .,가쁜 호흡을  하며 몸을 움직인다 .,편안하게  호흡하며  몸의 긴장을  푼다 .,물을 마시지  않는다 .,3,C: 편안하게  호흡하며  몸의 긴장을  푼다 .,,easy,AIDA4,multiple_choice,,
AIDA4-14,다음 중 딥 다이빙  (Deep Diving) 시 정신적인  준비 (Mental Preparation) 가 중요한  이유는?,,산소 소모량을  줄이기  위해,근육의  힘을 키우기  위해,이퀄라이징을  잘 하기 위해,체온을  유지하기  위해,1,A: 산소 소모량을  줄이기  위해,,medium,AIDA4,multiple_choice,,
AIDA4-15,다음 중 시각화  (Visualization) 기법에  대해 올바르게  설명한  것은?,,실제 다이빙을  하지 않고 머릿속으로  다이빙  과정을  그려보는  것,다이빙  영상을  시청하는  것,다이빙  직전에  눈을 감고 명상하는  것,다이빙  로그를  작성하는  것,1,A: 실제 다이빙을  하지 않고 머릿속으로  다이빙  과정을  그려보는  것,,medium,AIDA4,multiple_choice,,
AIDA4-16,다음 중 긍정적인  자기 암시 (Positive Affirmation) 의 예시로  적절하지  않은 것은?,,나는  편안하다 .,나는  할 수 있다 .,나는  숨이 막히지  않는다 .,나는  물과 하나가  된다 .,3,C: 나는  숨이 막히지  않는다 .,,medium,AIDA4,multiple_choice,,
AIDA4-17,다음 중 다이빙  전 긴장을  풀기 위한 호흡법으로  적절한  것은?,,빠르고  얕은 호흡,빠르고  깊은 호흡,느리고  깊은 호흡 ( 복식호흡 ),숨을 멈추었다가  내쉬는  호흡,3,C: 느리고  깊은 호흡 ( 복식호흡 ),,easy,AIDA4,multiple_choice,,
AIDA4-18,다음 중 딥 다이빙  시 발생할  수 있는 질소 마취 (Nitrogen Narcosis) 의 증상이  아닌 것은?,,판단력  저하,행복감  또는 불안감,손발 저림,시야가  흐려짐,3,C: 손발 저림,,hard,AIDA4,multiple_choice,,
AIDA4-19,질소 마취를  예방하거나  대처하는  방법으로  옳은 것은?,,하강 속도를  높인다 .,수심을  줄이거나  상승한다 .,호흡을  참는다 .,눈을 감는다 .,2,B: 수심을  줄이거나  상승한다 .,,medium,AIDA4,multiple_choice,,
AIDA4-20,다음 중 감압병  (DCI) 의 위험 요인이  아닌 것은?,,탈수,피로,짧은 수면 휴식 시간,충분한  수분 섭취,4,D: 충분한  수분 섭취,,easy,AIDA4,multiple_choice,,
AIDA4-21,딥 다이빙  후 감압병  예방을  위해 수면에서  해야 할 행동은?,,바로 눕는다 .,100% 산소를  마신다 .,가벼운  운동을  한다 ( 걷기 등 ),잠을 잔다 .,3,C: 가벼운  운동을  한다 ( 걷기 등 ),,medium,AIDA4,multiple_choice,,
AIDA4-22,다음 중 다이빙  중 발생한  BO( 의식상실 ) 사고자에  대한 처치로  옳지 않은 것은?,,기도를  확보한다 .,마스크를  벗긴다 .,BTT(Blow - Tap - Talk) 를 시행한다 .,물을 토하게  한다 .,4,D: 물을 토하게  한다 .,,medium,AIDA4,multiple_choice,,
AIDA4-23,다음 중 다이빙  사고 발생 시 산소 공급이  필요한  이유는?,,체온을  높이기  위해,저산소증을  해결하고  질소 배출을  돕기 위해,심리적  안정을  위해,혈압을  낮추기  위해,2,B: 저산소증을  해결하고  질소 배출을  돕기 위해,,medium,AIDA4,multiple_choice,,
AIDA4-24,다음 중 코피 (Nose Bleed) 가 났을 때 올바른  대처법은?,,코를 푼다 .,머리를  뒤로 젖힌다 .,머리를  앞으로  숙이고  코를 막는다 .,다이빙을  계속한다 .,3,C: 머리를  앞으로  숙이고  코를 막는다 .,,easy,AIDA4,multiple_choice,,
AIDA4-25,다음 중 귀에 물이 들어갔을  때 외이도염  예방을  위해 해야 할 행동은?,,면봉으로  귀를 판다 .,귀를 건조하게  유지하고  알코올  성분의  이약 (eardrop) 을 사용한다 .,귀마개를  하고 잔다 .,따뜻한  물로 귀를 씻는다 .,2,B: 귀를 건조하게  유지하고  알코올  성분의  이약 (eardrop) 을 사용한다 .,,medium,AIDA4,multiple_choice,,
AIDA4-26,다음 중 다이빙  여행을  계획할  때 고려해야  할 사항이  아닌 것은?,,다이빙  포인트의  수심과  조류,가까운  병원 및 재압 챔버 위치,현지의  맛집 정보,비상 연락망,3,C: 현지의  맛집 정보,,easy,AIDA4,multiple_choice,,
AIDA4-27,다음 중 다이빙  버디의  역할로  올바르지  않은 것은?,,다이버의  안전을  지켜본다 .,다이버의  기록 갱신을  강요한다 .,다이버의  상태를  수시로  확인한다 .,비상 시 구조 활동을  한다 .,2,B: 다이버의  기록 갱신을  강요한다 .,,easy,AIDA4,multiple_choice,,
AIDA4-28,다음 중 딥 다이빙  장비 점검 시 확인해야  할 사항이  아닌 것은?,,랜야드의  상태,부이의  공기압,수트의  색상,마스크  스트랩의  상태,3,C: 수트의  색상,,easy,AIDA4,multiple_choice,,
AIDA4-29,다음 중 다이빙  전 영양 섭취에  대한 설명으로  옳은 것은?,,다이빙  직전에  배불리  먹는다 .,소화가  잘 되는 가벼운  음식을  섭취한다 .,기름진  음식을  먹는다 .,카페인을  많이 섭취한다 .,2,B: 소화가  잘 되는 가벼운  음식을  섭취한다 .,,easy,AIDA4,multiple_choice,,
AIDA4-30,다음 중 다이빙  후 회복을  위해 중요한  것은?,,음주,충분한  수면과  휴식,격렬한  운동,사우나,2,B: 충분한  수면과  휴식,,easy,AIDA4,multiple_choice,,
AIDA4-31,다음 중 프리다이빙  강사로서  갖추어야  할 자질은?,,뛰어난  다이빙  실력만  있으면  된다 .,학생의  안전을  최우선으로  생각한다 .,자신의  기록을  자랑한다 .,학생을  무시한다 .,2,B: 학생의  안전을  최우선으로  생각한다 .,,easy,AIDA4,multiple_choice,,
AIDA4-32,다음 중 AIDA 의 교육 철학에  부합하지  않는 것은?,,안전하고  즐거운  다이빙,경쟁적인  기록 갱신 유도,체계적인  교육 시스템,환경 보호,2,B: 경쟁적인  기록 갱신 유도,,medium,AIDA4,multiple_choice,,
AIDA4-33,다음 중 프리다이빙  대회 규정에  대한 설명으로  옳은 것은?,,심판의  판정에  절대 복종해야  한다 .,규정은  몰라도  된다 .,안전 수칙을  위반해도  기록만  좋으면  된다 .,장비 규정은  없다 .,1,A: 심판의  판정에  절대 복종해야  한다 .,,easy,AIDA4,multiple_choice,,
AIDA4-34,다음 중 프리다이빙  기록 인증 절차에  대한 설명으로  옳지 않은 것은?,,공식 심판이  참관해야  한다 .,도핑 테스트를  통과해야  한다 .,비디오  판독을  거친다 .,본인이  직접 기록을  측정하여  제출한다 .,4,D: 본인이  직접 기록을  측정하여  제출한다 .,,medium,AIDA4,multiple_choice,,
AIDA4-35,다음 중 총폐용량 (TLC) 이 6 리터이고  잔기량 (RV) 이 1.5 리터인  다이버의  실패 수심은?,,20m,30m,40m,50m,2,B: 30m,,hard,AIDA4,multiple_choice,,
AIDA4-36,다음 중 잔기량이  25% 인 프리다이버의  실패 수심은  몇 미터인가 ?,,30m,40m,50m,60m,1,A: 30m,,hard,AIDA4,multiple_choice,,
AIDA4-37,잔기량이  20% 인 프리다이버의  실패 수심은  몇 미터인가 ?,,30m,35m,40m,45m,3,C: 40m,,hard,AIDA4,multiple_choice,,
AIDA4-38,다음 중 심혈관을  튼튼하게  해주는  심박수의  범위는  무엇인가 ?,,자신의  분당 최대 심박수의  50% 이하,자신의  분당 심박수  50~70%,자신의  분당 심박수  70~80%,자신의  분당 심박수  80% 이상,3,C: 자신의  분당 심박수  70~80%,,medium,AIDA4,multiple_choice,,
AIDA4-39,다음 중 감압병 (DCI) 의 증상이  아닌 것은 무엇인가 ?,,극도의  권태감과  피로,현기증  및 균형 감각 이상,충혈( 코막힘 ),구역질  / 메스꺼움,3,C: 충혈( 코막힘 ),,medium,AIDA4,multiple_choice,,
AIDA4-40,다음 중 어떤 근육의  유연성은  폐활량  증가에  도움일될  수도 있다.,,연구개,목,늑간근,장딴지  근육,3,C: 늑간근,,medium,AIDA4,multiple_choice,,
AIDA4-41,다음 중 잔기량을  감소시키기  위해 더 유연하게  만들고  싶은 근육은  무엇인가 ?,,횡격막,이두근,삼두근,삼각근,1,A: 횡격막,,medium,AIDA4,multiple_choice,,
AIDA4-42,다음 중 깊은 수심 다이빙  훈련 전 당신의  식단에서  제외하고  싶은 것은 무엇인가 ?,,물,과일,우유,채소,3,C: 우유,,easy,AIDA4,multiple_choice,,
AIDA4-43,다음 중 이산화탄소  내성을  기르기  위한 훈련 방법으로  가장 적절한  것은?,,CO2 테이블,O2 테이블,최대 수심 다이빙,NO LIMITS,1,A: CO2 테이블,,medium,AIDA4,multiple_choice,,
AIDA4-44,다음 중 저산소  내성을  기르기  위한 훈련 방법으로  가장 적절한  것은?,,CO2 테이블,O2 테이블,최대 숨참기,빈 폐 스트레칭,2,B: O2 테이블,,medium,AIDA4,multiple_choice,,
AIDA4-45,다음 중 마우스필  (Mouthfill) 기술이  필요한  이유는?,,이퀄라이징을  위한 공기 확보,폐 압착 예방,산소 소모량  감소,이산화탄소  배출,1,A: 이퀄라이징을  위한 공기 확보,,medium,AIDA4,multiple_choice,,
AIDA4-46,다음 중 깊은 수심에서  상승 시 저산소증  (Blackout) 위험이  가장 높은 구간은?,,바닥 ~ 20m,20m ~ 10m,10m ~ 수면,수면 ~ 10m,3,C: 10m ~ 수면,,hard,AIDA4,multiple_choice,,
AIDA4-47,다음 중 프리다이빙  시 멘탈 트레이닝의  효과가  아닌 것은?,,긴장 완화,자신감  상승,근육량  증가,집중력  향상,3,C: 근육량  증가,,easy,AIDA4,multiple_choice,,
AIDA4-48,다음 중 렁 스트레칭  시 주의사항으로  옳지 않은 것은?,,통증이  느껴지면  즉시 중단한다 .,호흡을  편안하게  유지한다 .,무리하게  가동 범위를  늘린다 .,천천히  진행한다 .,3,C: 무리하게  가동 범위를  늘린다 .,,medium,AIDA4,multiple_choice,,
