question_id,question,image,option_1,option_2,option_3,option_4,answer,correct_option_text,explanation,difficulty,topic,question_type,key_terms
AIDA3_071,프리다이빙 시 후드(Hood)가 너무 꽉 끼어 발생할 수 있는 문제로 가장 적합한 것은?,,후드 압착(Hood Squeeze)으로 인한 외이도 기압성외상,뇌허혈(Cerebral Ischemia),침수 이뇨(Immersion Diuresis) 현상 심화,체온 상승,2,뇌허혈(Cerebral Ischemia),"너무 꽉 끼는 후드는 목 주변의 혈관(경동맥)을 압박하여 뇌로 가는 혈류를 감소시켜 뇌허혈을 유발할 수 있으며, 이는 의식 상실로 이어질 수 있는 매우 위험한 상황입니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.56)",medium,안전,multiple_choice,"후드, 뇌허혈, 혈류, 안전"
AIDA3_072,정상적인 호흡 상태에서 건강한 사람의 산소포화도(SaO2)는 보통 어느 범위에 있습니까?,,85-90%,90-95%,96-99%,100%,3,96-99%,"휴식 및 정상 호흡 상태에서 건강한 사람의 동맥혈 산소포화도는 일반적으로 96%에서 99% 사이를 유지합니다. 96% 미만은 질병이나 과로 상태를 의미할 수 있습니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.8)",easy,생리학,multiple_choice,"산소포화도, SaO2, 정상 범위"
AIDA3_073,폐포와 모세혈관 사이의 기체 교환을 담당하는 주요 구조의 두께는 어느 정도입니까?,,단 하나의 세포 두께,여러 겹의 세포 두께,연골 조직 두께,근육 조직 두께,1,단 하나의 세포 두께,"폐포와 그 주변을 감싸는 모세혈관의 벽은 각각 단 하나의 세포층으로 이루어져 매우 얇습니다. 이 덕분에 산소와 이산화탄소의 효율적인 확산(기체 교환)이 가능합니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.9)",easy,생리학,multiple_choice,"폐포, 모세혈관, 기체 교환, 확산"
AIDA3_074,프리다이빙에서 '무호흡 걷기(Walking Apnea)'는 어떤 종류의 훈련에 해당합니까?,,저산소 내성 훈련,건식 동적 CO2 내성 훈련 (Dry Dynamic CO2 tolerance),습식 정적 웜업 (Wet Static Warm-up),폐 스트레칭,2,건식 동적 CO2 내성 훈련 (Dry Dynamic CO2 tolerance),"무호흡 걷기는 물 밖(건식)에서 움직이며(동적) 숨을 참는 훈련으로, 신체가 활동 중에 생성되는 이산화탄소에 대한 내성을 기르는 효과적인 CO2 테이블 훈련 방법 중 하나입니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.74)",medium,훈련 계획,multiple_choice,"무호흡 걷기, CO2 테이블, 동적 무호흡"
AIDA3_075,"다이빙 중 부비강 압착(Sinus Squeeze)으로 인해 코피가 났을 때, 올바른 대처법은 무엇입니까?",,"즉시 다이빙을 중단하고, 해당일의 다이빙을 모두 취소한다.",통증이 사라질 때까지 천천히 하강을 계속한다.,코를 더 세게 풀어 막힌 것을 뚫어낸다.,다음 다이빙은 더 얕은 수심으로 진행한다.,1,"즉시 다이빙을 중단하고, 해당일의 다이빙을 모두 취소한다.","부비강 조직 손상으로 인한 출혈은 기압성외상의 명백한 징후입니다. 즉시 다이빙을 중단해야 하며, 추가적인 손상과 감염의 위험을 막기 위해 부상이 완전히 회복될 때까지 다이빙을 해서는 안 됩니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.29)",easy,기압성외상,multiple_choice,"부비강 압착, Sinus Squeeze, 코피, 응급처치"
AIDA3_076,AIDA3 과정의 개방수역 최소 세션 횟수와 최소 진행 일수는 어떻게 됩니까?,,2세션 / 1일,3세션 / 2일,4세션 / 2일,4세션 / 3일,3,4세션 / 2일,"AIDA 레벨 3 가이드라인에 따르면, 개방수역 교육은 최소 4번의 세션으로 구성되어야 하며, 최소 2일 이상에 걸쳐 진행되어야 합니다. (출처: AIDA level 3 Guidelines V3.0 (2018).pdf, p.5)",medium,AIDA3 과정,multiple_choice,"AIDA3, 개방수역, 교육 기준"
AIDA3_077,횡격막의 유연성을 기르는 '우디야나 반다' 스트레칭이 폐활량(VC)에 미치는 영향은 무엇입니까?,,잔기량(RV)을 증가시켜 폐활량을 감소시킨다.,예비흡기량(IRV)을 증가시켜 폐활량을 증가시킨다.,잔기량(RV)을 감소시켜 폐활량을 증가시킨다.,총폐용량(TLC) 자체를 직접적으로 증가시킨다.,3,잔기량(RV)을 감소시켜 폐활량을 증가시킨다.,"횡격막 스트레칭은 폐가 더 많이 수축될 수 있도록 하여 최대한 숨을 내뱉은 후에도 폐에 남는 공기량, 즉 잔기량(RV)을 줄여줍니다. 총폐용량(TLC)이 일정할 때 RV가 줄어들면, 그 차이값인 폐활량(VC)은 상대적으로 늘어나는 효과가 있습니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.37)",hard,수중의 폐,multiple_choice,"우디야나 반다, 폐활량, 잔기량, 횡격막"
AIDA3_078,프리다이빙 시 상승과 하강 중 방향이탈(Vertigo)을 유발할 수 있는 증상은 무엇입니까?,,폐압착 (Lung Squeeze),변압성 현기증 (Alternobaric Vertigo),질소 마취 (Nitrogen Narcosis),청색증 (Cyanosis),2,변압성 현기증 (Alternobaric Vertigo),"변압성 현기증은 양쪽 귀의 불균등한 압력 변화로 인해 발생하며, 심한 어지러움과 방향감각 상실을 유발하여 특히 수중에서 매우 위험할 수 있습니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.27)",medium,기압성외상,multiple_choice,"변압성 현기증, Vertigo, 방향감각 상실"
AIDA3_079,정상적인 성인의 혈액은 체중의 약 몇 %를 차지합니까?,,약 4%,약 8%,약 12%,약 15%,2,약 8%,"성인 기준, 혈액은 체중의 약 8%를 차지하며, 여성은 평균 4~5리터, 남성은 5~6리터를 보유합니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.6)",easy,생리학,multiple_choice,"혈액, 체중, 혈액량"
AIDA3_080,AIDA3 Crossover Evaluation(교차 평가)에 포함되지 않는 것은 무엇입니까?,,STA 2분 이상,CWT 16-20m,FIM(프리 이머젼) 기술 시범,DYN 75m 이상,4,DYN 75m 이상,"AIDA2 수준의 기술을 평가하는 교차 평가에서는 DYN 40m 이상을 요구합니다. DYN 55m 이상은 AIDA3의, 75m 이상은 AIDA4의 요구사항입니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.3)",medium,AIDA3 과정,multiple_choice,"교차 평가, Crossover, AIDA2, DYN"
AIDA3_081,프리다이빙에서 긴장 완화가 중요한 이유로 가장 적절한 것은?,,산소 소비를 줄이기 위해,근육량을 늘리기 위해,체온을 높이기 위해,수압에 저항하기 위해,1,산소 소비를 줄이기 위해,"정신적, 신체적 긴장 완화는 심박수와 신진대사를 낮추어 불필요한 산소 소비를 최소화하고, 이를 통해 무호흡 시간을 늘리는 가장 기본적이고 중요한 요소입니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.64)",easy,훈련 계획,multiple_choice,"긴장 완화, 산소 소비, 효율성"
AIDA3_082,그루퍼 콜(Grouper call)' 소리가 들리는 것은 압력평형 시 어떤 잘못된 동작을 하고 있다는 신호입니까?,,혀뿌리를 너무 약하게 사용함,복부에 힘을 주어 압력을 만들고 있음,연구개를 충분히 열지 않음,너무 빨리 압력평형을 시도함,2,복부에 힘을 주어 압력을 만들고 있음,"프렌젤 압력평형 시, 목구멍에서 '그루퍼 콜'과 같은 소리가 들린다면, 이는 혀나 볼 대신 복부 근육을 긴장시켜 발살바와 유사한 방식으로 압력을 만들고 있다는 신호입니다. 이는 깊은 수심에서 비효율적이고 위험할 수 있습니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.21)",hard,압력평형,multiple_choice,"그루퍼 콜, 프렌젤, 발살바, 복부"
AIDA3_083,다음 중 프리다이빙 안전을 위해 버디가 해야 할 역할로 가장 중요도가 낮은 것은?,,상승하는 다이버를 약속된 수심에서 마중하기,다이버의 수면 프로토콜(리커버리 호흡 등) 지켜보기,다이버의 다이빙 시간과 수심을 대신 기록해주기,"다이버의 상태(LMC, BO)를 지속적으로 관찰하기",3,다이버의 다이빙 시간과 수심을 대신 기록해주기,"버디의 가장 중요한 역할은 다이버의 안전을 확보하는 것입니다. 상승 시 에스코트, 수면에서의 상태 확인 및 구조 준비 등은 필수적이지만, 기록 측정은 부차적인 문제입니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.67 관련 유추)",easy,안전 및 버디 시스템,multiple_choice,"버디, 안전, 역할"
AIDA3_084,"수심 60m로 다이빙할 경우, 감압병 예방을 위한 AIDA의 경험 법칙에 따른 최소 수면 휴식 시간은 얼마입니까?",,12분,2시간,24시간,규정 없음,3,24시간,"수심 55m를 초과하는 깊은 다이빙의 경우, 체내에 축적되는 질소의 양을 고려하여 24시간 내에 단 한 번의 다이빙만 허용하는 것이 AIDA의 안전 규칙입니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.60)",medium,프리다이빙과 건강,multiple_choice,"수면 휴식, 감압병, DCS, 깊은 수심"
AIDA3_085,"일회호흡량(TV, Tidal Volume)'에 대한 설명으로 가장 정확한 것은 무엇입니까?",,최대한 들이쉴 수 있는 공기의 양,최대한 내쉴 수 있는 공기의 양,편안하게 숨 쉴 때 한번에 들이쉬고 내쉬는 공기의 양,숨을 모두 내쉰 후 폐에 남아있는 공기의 양,3,편안하게 숨 쉴 때 한번에 들이쉬고 내쉬는 공기의 양,"일회호흡량은 우리가 긴장하지 않고 편안하게 정상적으로 호흡할 때 한 번의 들숨과 날숨으로 교환되는 공기의 양을 의미하며, 보통 약 500ml 입니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.35)",easy,수중의 폐,multiple_choice,"일회호흡량, TV, 폐용적"
AIDA3_086,정상적인 대기압(1기압)에서 공기 중 질소의 부분압(ppN2)은 약 얼마입니까?,,0.21 bar,0.79 bar,1.0 bar,0.04 bar,2,0.79 bar,"공기는 약 79%의 질소로 이루어져 있으므로, 1기압 상태에서 질소의 부분압은 1 bar * 79% = 0.79 bar 입니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.56)",easy,물리학,multiple_choice,"질소, 부분압, ppN2, 돌턴의 법칙"
AIDA3_087,심박수가 분당 60회 미만으로 느려지는 현상을 무엇이라고 합니까?,,빈맥(Tachycardia),서맥(Bradycardia),부정맥(Arrhythmia),고혈압(Hypertension),2,서맥(Bradycardia),"서맥은 심박수가 정상 범위보다 느리게 뛰는 것을 의미합니다. 프리다이빙에서는 포유류 잠수 반응의 일부로 자연스럽게 나타나며 산소 소모를 줄이는 긍정적인 효과가 있습니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.81)",easy,포유류 잠수 반응,multiple_choice,"서맥, Bradycardia, 심박수, MDR"
AIDA3_088,"하강 중 외이도에 물을 채우는 것을 잊어 후드 압착(Hood Squeeze)이 발생했을 때, 주로 손상될 수 있는 신체 부위는 어디입니까?",,내이(Inner Ear),고막(Eardrum),유스타키오관(Eustachian Tube),부비강(Sinus),2,고막(Eardrum),"후드와 외이도 사이에 갇힌 공기는 하강 시 압축되면서 음압을 형성하여 고막을 바깥쪽으로 잡아당기게 됩니다. 이로 인해 고막이나 외이도 피부에 기압성외상을 입을 수 있습니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.27)",medium,기압성외상,multiple_choice,"후드 압착, Hood Squeeze, 고막, 외이도"
AIDA3_089,프리다이빙에서 안전 정지(Safety Stop)를 권장하지 않는 이유는 무엇입니까?,,안전 정지는 DCS 예방에 효과가 없기 때문에,"상승 마지막 구간에 저산소증 위험이 가장 높아, 해당 구간에 머무는 시간을 최소화해야 하기 때문에",수면에서 휴식하는 것이 더 효과적이기 때문에,수심 5m는 너무 얕아 의미가 없기 때문에,2,"상승 마지막 구간에 저산소증 위험이 가장 높아, 해당 구간에 머무는 시간을 최소화해야 하기 때문에","프리다이빙에서의 가장 큰 위험은 상승 마지막 구간에서 발생하는 얕은 수심 의식상실(SWB)입니다. 스쿠버다이빙과 달리, 안전 정지를 위해 이 위험 구간에 추가로 머무르는 것은 저산소증의 위험을 가중시키므로 절대 해서는 안 됩니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.58 관련 유추)",hard,안전,multiple_choice,"안전 정지, Safety Stop, 저산소증, SWB"
AIDA3_090,AIDA 교육 시스템에서 강사가 교육생의 지식 검토(Knowledge Review)를 확인하고 놓친 정보를 보충하는 데 사용하는 주요 자료는 무엇입니까?,,AIDA 홈페이지,AIDA3 슬라이드 세트 또는 매뉴얼,유튜브 동영상,타 교육 단체 자료,2,AIDA3 슬라이드 세트 또는 매뉴얼,"강사는 학생이 스스로 학습한 내용(지식 검토)을 확인하고, 부족하거나 잘못 이해한 부분을 AIDA의 공식 교육 자료인 슬라이드 세트나 매뉴얼을 이용해 정확하게 다시 설명해 주어야 합니다. (출처: AIDA level 3 Guidelines V3.0 (2018).pdf, p.2)",easy,AIDA3 과정,multiple_choice,"AIDA, 교육 시스템, 지식 검토, 슬라이드"
AIDA3_091,프리다이빙 상승 시 '적절한 방향 전환(Appropriate Turn)'이 특히 더 중요해지는 시점은 언제입니까?,,수면 근처,중성부력 지점을 지날 때,잔기량(RV)에 가깝거나 그보다 깊은 수심에서 다이빙할 때,웜업 다이빙을 할 때,3,잔기량(RV)에 가깝거나 그보다 깊은 수심에서 다이빙할 때,"깊은 수심에서는 폐의 부피가 매우 작아져 폐압착의 위험이 커집니다. 이때 '낙하산 턴'과 같이 흉곽을 갑자기 여는 급격한 움직임은 폐에 심각한 손상을 줄 수 있으므로, 부드럽고 통제된 방향 전환이 매우 중요합니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.43)",hard,다이빙 기술,multiple_choice,"방향 전환, 턴, 잔기량, RV, 폐압착"
AIDA3_092,충혈 완화제(Decongestant)를 사용하고 다이빙하는 것이 위험한 이유는 무엇입니까?,,약효가 수중에서 너무 강해지기 때문에,약효가 예상보다 빨리 떨어져 상승 시 역폐색을 유발할 수 있기 때문에,질소 마취 증상을 심화시키기 때문에,혈압을 급격히 떨어뜨리기 때문에,2,약효가 예상보다 빨리 떨어져 상승 시 역폐색을 유발할 수 있기 때문에,"수중의 높은 압력 하에서는 약물이 더 빨리 대사되어 예상보다 일찍 약효가 사라질 수 있습니다. 이 경우 하강 시에는 열려있던 부비강 통로가 상승 시에는 다시 막혀, 팽창하는 공기가 빠져나오지 못하는 역폐색을 유발할 수 있습니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.26)",hard,안전,multiple_choice,"충혈 완화제, 역폐색, 약물"
AIDA3_093,AIDA3 과정의 이론 교육 최소 세션 횟수와 최소 시간은 어떻게 됩니까?,,"2세션, 2시간","3세션, 2시간","3세션, 3시간","4세션, 3시간",3,"3세션, 3시간","AIDA 가이드라인에 따르면, 강사가 진행하는 이론 교육은 최소 3번의 세션, 총 3시간 이상으로 진행되어야 합니다. (출처: AIDA level 3 Guidelines V3.0 (2018).pdf, p.2)",easy,AIDA3 과정,multiple_choice,"AIDA3, 이론 교육, 교육 기준"
AIDA3_094,신체가 저산소 상태에 빠졌을 때 나타나는 운동신경조절장애를 무엇이라고 합니까?,,삼바 (Samba) 또는 LMC,"블랙아웃 (Blackout, BO)",화이트아웃 (Whiteout),질소마취 (Nitrogen Narcosis),1,삼바 (Samba) 또는 LMC,"LMC(Loss of Motor Control), 또는 '삼바'는 저산소증으로 인해 신체의 움직임을 제대로 제어하지 못하고 경련과 유사한 떨림 증상을 보이는 상태를 말합니다. 이는 의식상실(BO) 직전 단계일 수 있습니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.55)",easy,저산소증,multiple_choice,"LMC, 삼바, 저산소증"
AIDA3_095,폐활량을 늘리는 가장 효율적인 두 가지 방법은 무엇입니까?,,"숨 오래 참기, 많이 먹기","적절한 최대 들숨 기술 연습, 횡격막 스트레칭으로 잔기량 줄이기","근력 운동, 패킹 연습","정신 집중 훈련, CO2 테이블 훈련",2,"적절한 최대 들숨 기술 연습, 횡격막 스트레칭으로 잔기량 줄이기","폐활량(VC)은 폐 자체를 키우기보다, 폐를 최대로 채우는 기술을 익히고(최대 들숨), 폐에 남는 공기(잔기량, RV)를 줄이는 유연성 훈련을 통해 가장 효과적으로 늘릴 수 있습니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.37)",medium,수중의 폐,multiple_choice,"폐활량, VC, 잔기량, RV, 스트레칭"
AIDA3_096,프리다이빙 시 탈수가 위험한 이유는 무엇입니까?,,부비강의 점액이 더 끈적해져 폐색을 유발할 수 있기 때문에,혈액량이 줄어들어 혈액 이동이 더 잘 일어나기 때문에,체온이 더 빨리 올라가기 때문에,소변을 너무 자주 보게 되기 때문에,1,부비강의 점액이 더 끈적해져 폐색을 유발할 수 있기 때문에,"가벼운 탈수만으로도 부비강 내의 점액이 끈적해져 자연스러운 배출이 어려워집니다. 이는 부비강 폐색의 원인이 되어 압력평형 문제를 일으키고 부비강 압착의 위험을 높입니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.32)",medium,프리다이빙과 건강,multiple_choice,"탈수, 부비강, 점액, 압력평형"
AIDA3_097,"정상적인 상태에서 폐순환(폐동맥, 폐정맥)의 특징으로 옳은 것은?",,"폐동맥은 산소가 풍부한 혈액을, 폐정맥은 산소가 부족한 혈액을 운반한다.",폐동맥과 폐정맥 모두 산소가 풍부한 혈액을 운반한다.,"폐동맥은 산소가 부족한 혈액을, 폐정맥은 산소가 풍부한 혈액을 운반한다.",폐동맥과 폐정맥 모두 산소가 부족한 혈액을 운반한다.,3,"폐동맥은 산소가 부족한 혈액을, 폐정맥은 산소가 풍부한 혈액을 운반한다.","전신을 순환하고 돌아온 산소가 부족한 혈액은 '폐동맥'을 통해 폐로 가고, 폐에서 기체교환을 통해 산소가 풍부해진 혈액은 '폐정맥'을 통해 다시 심장으로 돌아옵니다. 이는 일반적인 동맥/정맥의 특징과 반대되는 예외적인 경우입니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.10)",medium,생리학,multiple_choice,"폐순환, 폐동맥, 폐정맥, 기체 교환"
AIDA3_098,"의료 진술서(Medical Statement)에 'YES'라고 답한 항목이 있을 경우, 다이버가 코스 시작 전에 반드시 해야 할 일은 무엇입니까?",,담당 강사와 상의하여 해당 항목을 'NO'로 변경한다.,유자격 의사로부터 프리다이빙이 가능하다는 서면 허가(Medical Clearance)를 받는다.,해당 질병에 대한 약을 미리 복용한다.,해당 항목에 대한 추가 서류를 스스로 준비한다.,2,유자격 의사로부터 프리다이빙이 가능하다는 서면 허가(Medical Clearance)를 받는다.,"의료 진술서의 질문은 안전한 프리다이빙에 영향을 줄 수 있는 의학적 상태를 확인하기 위함입니다. 'YES' 항목이 있을 경우, 반드시 의사의 전문적인 진단과 다이빙 가능 여부에 대한 서면 허가를 받아 강사에게 제출해야 합니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.4)",easy,안전 및 서류,multiple_choice,"의료 진술서, Medical Statement, 의사 소견서"
AIDA3_099,자유하강 중 자세가 한쪽으로 기울어지는 관상면 이탈(Frontal Deviation)의 주된 원인은 무엇입니까?,,불균등한 웨이트 벨트 무게 분배,부적절한 머리 위치,너무 빠른 하강 속도,부족한 유연성,1,불균등한 웨이트 벨트 무게 분배,"웨이트 벨트의 무게가 한쪽으로 쏠려 있으면, 중력의 영향으로 해당 방향으로 몸이 기울어지기 쉽습니다. 또한 신체 한쪽의 과도한 긴장도 원인이 될 수 있습니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.49)",medium,다이빙 기술,multiple_choice,"자유하강, 관상면 이탈, 웨이트, 자세"
AIDA3_100,"수심 10m에서 폐의 부피가 3L인 다이버가 수심 30m로 하강했을 때, 폐의 부피는 몇 L가 됩니까? (보일의 법칙 적용)",,2L,1.5L,1L,0.75L,2,1.5L,"수심 10m의 절대압력은 2기압, 수심 30m의 절대압력은 4기압입니다. 압력이 2배가 되었으므로, 부피는 1/2로 줄어듭니다. 따라서 3L / 2 = 1.5L가 됩니다. (P1V1 = P2V2 -> 2bar * 3L = 4bar * V2 -> V2 = 6/4 = 1.5L) (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.47 관련 계산)",hard,물리학,multiple_choice,"보일의 법칙, 압력, 부피, 폐용량"
AIDA3_101,"AIDA3 어드밴스드 프리다이버 과정에 등록하기 위한 최소 연령 조건으로 올바른 것은? (단, 보호자 동의가 없는 경우)",,만 16세,만 17세,만 18세,만 20세,3,만 18세,"AIDA3 과정의 선행 조건으로 만 18세 이상(한국의 경우 만 19세)이어야 하며, 16~17세는 부모 또는 보호자의 동의가 필요하다. (출처: AIDA3_Man_v1.03.00KR_2019.pdf, p.5)",easy,Course_Standards,multiple_choice,prerequisites
AIDA3_102,AIDA3 과정에 등록하기 위해 필요한 사전 자격증 요건은 무엇인가?,,AIDA1 이수,AIDA2 프리다이버 이수,AIDA4 마스터 이수,수영 강사 자격증,2,AIDA2 프리다이버 이수,"AIDA3 과정 등록을 위해서는 AIDA2 프리다이버 과정 이수 또는 AIDA 교차평가 합격이 필수 조건이다. (출처: AIDA3_Man_v1.03.00KR_2019.pdf, p.5)",easy,Course_Standards,multiple_choice,prerequisites
AIDA3_103,인체 혈액의 구성 성분 중 산소를 운반하는 주된 역할을 하는 것은?,,백혈구,혈소판,혈장,적혈구,4,적혈구,"적혈구는 헤모글로빈이라는 철분이 풍부한 단백질을 포함하고 있으며, 이것이 혈액에 의해 운반되는 대부분의 산소를 운반한다. (출처: AIDA3_Man_v1.03.00KR_2019.pdf, p.10)",easy,Physiology,multiple_choice,blood
AIDA3_104,건강한 사람의 평상시 동맥혈 산소포화도(SaO2) 정상 범위로 가장 적절한 것은?,,100~110%,96~99%,85~90%,70~80%,2,96~99%,"평소와 같이 호흡할 때 건강한 사람들은 언제나 96~99%의 산소포화도를 유지한다. (출처: AIDA3_Man_v1.03.00KR_2019.pdf, p.11)",easy,Physiology,multiple_choice,saturation
AIDA3_105,청색증(Cyanosis)에 대한 설명으로 올바른 것은?,,혈중 이산화탄소가 급격히 낮아지는 현상이다.,입술이 파랗게 변하며 혈중 산소량 감소가 시작되었다는 신호이다.,산소포화도가 100%일 때 나타나는 증상이다.,체온이 급격히 상승했을 때 나타나는 반응이다.,2,입술이 파랗게 변하며 혈중 산소량 감소가 시작되었다는 신호이다.,"청색증은 '시퍼런 입술'로 표현되며, 혈중산소량 감소가 시작되었다는 신호이자 프리다이빙에서 첫 번째 경고신호로 볼 수 있다. (출처: AIDA3_Man_v1.03.00KR_2019.pdf, p.11)",medium,Physiology,multiple_choice,cyanosis
AIDA3_106,기체 교환 원리 중 '밀도가 높은 쪽에서 낮은 쪽으로 이동하는 기체의 자연적인 성질'을 무엇이라 하는가?,,확산(Diffusion),삼투(Osmosis),여과(Filtration),용해(Dissolution),1,확산(Diffusion),"확산이란 밀도가 높은 쪽에서 낮은 쪽으로 이동하는 기체의 자연적인 성질을 말하며, 폐포에서 기체 교환의 원리가 된다. (출처: AIDA3_Man_v1.03.00KR_2019.pdf, p.12)",easy,Physiology,multiple_choice,diffusion
AIDA3_107,초과호흡(Hyperventilation)이 프리다이버에게 미치는 생리학적 영향으로 틀린 것은?,,이산화탄소 농도 저하(저이산화탄소증),뇌 혈류 감소(대뇌혈관수축),산소 저장량의 비약적 증가,호흡 충동 지연,3,산소 저장량의 비약적 증가,"초과호흡은 혈액 속의 산소포화도를 유의미하게 변화시키지 않으며(이미 포화상태임), 오히려 CO2를 낮추어 호흡 충동을 지연시키고 뇌 혈류를 감소시킨다. (출처: AIDA3_Man_v1.03.00KR_2019.pdf, p.16)",medium,Physiology,multiple_choice,hyperventilation
AIDA3_108,보어 효과(Bohr Effect)와 관련하여 초과호흡이 위험한 이유는?,,헤모글로빈과 산소의 결합을 약화시켜 산소를 너무 빨리 방출한다.,혈액을 산성화시켜 조직 괴사를 유발한다.,헤모글로빈과 산소의 결합을 강하게 만들어 조직으로의 산소 방출을 방해한다.,이산화탄소 농도를 높여 호흡 충동을 빠르게 한다.,3,헤모글로빈과 산소의 결합을 강하게 만들어 조직으로의 산소 방출을 방해한다.,"낮은 이산화탄소 농도는 혈액을 알칼리성으로 만들고, 이는 헤모글로빈과 산소의 결합을 강하게 만들어 조직으로 산소가 덜 방출되게 한다(보어 효과). (출처: AIDA3_Man_v1.03.00KR_2019.pdf, p.15)",hard,Physiology,multiple_choice,bohr_effect
AIDA3_109,중이(Middle ear)와 비인강을 연결해주며 압력평형에 핵심적인 역할을 하는 기관은?,,고막,달팽이관,유스타키오관(이관),반고리관,3,유스타키오관(이관),"유스타키오관은 중이를 비인강과 연결시켜주며, 이 통로를 통해 공기를 중이로 보내 압력평형을 유지한다. (출처: AIDA3_Man_v1.03.00KR_2019.pdf, p.20)",easy,Equalization,multiple_choice,anatomy
AIDA3_110,AIDA3 과정에서 깊은 수심 다이빙을 위해 권장하는 압력평형 기술은 무엇인가?,,발살바(Valsalva),토인비(Toynbee),프렌젤(Frenzel),자유이퀄(Hands-free),3,프렌젤(Frenzel),"발살바 기술은 깊은 수심에서 사용하기 어려우므로, AIDA3 과정부터는 더욱 효율적인 프렌젤 기술 사용을 권장한다. (출처: AIDA3_Man_v1.03.00KR_2019.pdf, p.22)",medium,Equalization,multiple_choice,frenzel
AIDA3_111,프렌젤 압력평형 기술을 올바르게 수행하고 있는지 확인하는 방법으로 적절한 것은?,,복부에 힘을 주어 공기를 밀어 올린다.,배의 움직임 없이 혀나 볼의 움직임만으로 콧구멍을 막은 상태에서 압력을 만든다.,날숨을 강하게 불어 폐의 공기를 사용한다.,전신에 힘을 주어 압력을 높인다.,2,배의 움직임 없이 혀나 볼의 움직임만으로 콧구멍을 막은 상태에서 압력을 만든다.,"프렌젤 기술은 목구멍이 닫힌 상태에서 혀나 볼에서 단독적으로 압력이 발생해야 하며, 복부의 움직임이 없어야 한다. (출처: AIDA3_Man_v1.03.00KR_2019.pdf, p.24)",hard,Equalization,multiple_choice,technique
AIDA3_112,부비강(Sinus)의 역할이나 특징으로 올바르지 않은 것은?,,두개골의 무게를 줄여준다.,목소리에 울림을 더해준다.,항상 물로 채워져 있어야 한다.,내부에 점막이 있어 점액을 분비한다.,3,항상 물로 채워져 있어야 한다.,"부비강은 공기로 채워진 공간(공동)이며, 다이빙 시 압력평형이 필요하다. 물로 채워져 있으면 안 된다. (출처: AIDA3_Man_v1.03.00KR_2019.pdf, p.21)",medium,Physiology,multiple_choice,sinuses
AIDA3_113,기압성외상(Barotrauma)의 정의로 가장 적절한 것은?,,수온 저하로 인한 신체 마비 증상,공기로 채워진 인체 공동 내 압력과 주변 수압의 차이로 발생하는 신체 손상,질소 마취에 의한 환각 증상,산소 부족으로 인한 의식 소실,2,공기로 채워진 인체 공동 내 압력과 주변 수압의 차이로 발생하는 신체 손상,"기압성외상은 공기 공간의 압력과 주변 압력의 불균형(압착 또는 역폐색)으로 인해 발생하는 손상을 총칭한다. (출처: AIDA3_Man_v1.03.00KR_2019.pdf, p.26)",easy,Barotrauma,multiple_choice,definition
